departure_terminal,arrival_terminal,vessel_name,scheduled_departure_year,scheduled_departure_month,scheduled_departure_day,scheduled_departure_hour,scheduled_departure_minute,actual_departure_year,actual_departure_month,actual_departure_day,actual_departure_hour,actual_departure_minute,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,24,07,00,2017,07,24,07,00,2017,07,24,08,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,24,09,00,2017,07,24,09,03,2017,07,24,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,24,10,00,2017,07,24,10,09,2017,07,24,11,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,24,11,00,2017,07,24,11,12,2017,07,24,12,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,24,12,00,2017,07,24,12,08,2017,07,24,13,36
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,24,13,00,2017,07,24,13,07,2017,07,24,14,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,24,14,00,2017,07,24,14,11,2017,07,24,15,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,24,15,00,2017,07,24,15,10,2017,07,24,16,42
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,24,16,00,2017,07,24,16,09,2017,07,24,17,36
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,24,17,00,2017,07,24,17,06,2017,07,24,18,42
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,24,18,00,2017,07,24,18,06,2017,07,24,19,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,24,19,00,2017,07,24,19,10,2017,07,24,20,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,24,20,00,2017,07,24,20,07,2017,07,24,21,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,24,21,00,2017,07,24,21,04,2017,07,24,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,24,06,00,2017,07,24,06,02,2017,07,24,07,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,24,07,00,2017,07,24,07,00,2017,07,24,08,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,24,08,00,2017,07,24,08,13,2017,07,24,09,39
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,24,09,00,2017,07,24,09,04,2017,07,24,10,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,24,10,00,2017,07,24,10,02,2017,07,24,11,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,24,11,00,2017,07,24,11,01,2017,07,24,12,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,24,12,00,2017,07,24,12,08,2017,07,24,13,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,24,13,00,2017,07,24,13,10,2017,07,24,14,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,24,14,00,2017,07,24,14,04,2017,07,24,15,30
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,24,15,00,2017,07,24,15,06,2017,07,24,16,36
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,24,16,00,2017,07,24,16,11,2017,07,24,17,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,24,17,00,2017,07,24,17,07,2017,07,24,18,40
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,24,18,00,2017,07,24,18,05,2017,07,24,19,33
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,24,19,00,2017,07,24,19,10,2017,07,24,20,38
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,24,20,00,2017,07,24,20,06,2017,07,24,21,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,24,21,00,2017,07,24,21,02,2017,07,24,22,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,25,06,00,2017,07,25,06,02,2017,07,25,07,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,25,07,00,2017,07,25,07,00,2017,07,25,08,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,25,08,00,2017,07,25,08,12,2017,07,25,09,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,25,09,00,2017,07,25,09,05,2017,07,25,10,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,25,10,00,2017,07,25,10,03,2017,07,25,11,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,25,11,00,2017,07,25,11,03,2017,07,25,12,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,25,12,00,2017,07,25,12,14,2017,07,25,13,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,25,13,00,2017,07,25,13,01,2017,07,25,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,25,14,00,2017,07,25,14,09,2017,07,25,15,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,25,15,00,2017,07,25,15,00,2017,07,25,16,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,25,16,00,2017,07,25,16,05,2017,07,25,17,40
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,25,17,00,2017,07,25,17,02,2017,07,25,18,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,25,18,00,2017,07,25,18,07,2017,07,25,19,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,25,19,00,2017,07,25,19,01,2017,07,25,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,25,20,00,2017,07,25,20,02,2017,07,25,21,28
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,25,21,00,2017,07,25,20,58,2017,07,25,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,25,06,00,2017,07,25,06,08,2017,07,25,07,40
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,25,07,00,2017,07,25,07,01,2017,07,25,08,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,25,08,00,2017,07,25,08,00,2017,07,25,09,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,25,09,00,2017,07,25,09,01,2017,07,25,10,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,25,10,00,2017,07,25,10,04,2017,07,25,11,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,25,11,00,2017,07,25,11,00,2017,07,25,12,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,25,12,00,2017,07,25,12,04,2017,07,25,13,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,25,13,00,2017,07,25,13,00,2017,07,25,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,25,14,00,2017,07,25,14,04,2017,07,25,15,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,25,15,00,2017,07,25,15,01,2017,07,25,16,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,25,16,00,2017,07,25,16,11,2017,07,25,17,40
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,25,17,00,2017,07,25,17,01,2017,07,25,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,25,18,00,2017,07,25,18,06,2017,07,25,19,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,25,19,00,2017,07,25,19,00,2017,07,25,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,25,20,00,2017,07,25,20,01,2017,07,25,21,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,25,21,00,2017,07,25,20,59,2017,07,25,22,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,26,06,00,2017,07,26,06,03,2017,07,26,07,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,26,07,00,2017,07,26,07,00,2017,07,26,08,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,26,08,00,2017,07,26,08,01,2017,07,26,09,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,26,09,00,2017,07,26,09,00,2017,07,26,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,26,10,00,2017,07,26,10,06,2017,07,26,11,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,26,11,00,2017,07,26,11,05,2017,07,26,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,26,12,00,2017,07,26,12,16,2017,07,26,13,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,26,13,00,2017,07,26,13,03,2017,07,26,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,26,14,00,2017,07,26,14,05,2017,07,26,15,36
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,26,15,00,2017,07,26,15,04,2017,07,26,16,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,26,16,00,2017,07,26,16,02,2017,07,26,17,36
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,26,17,00,2017,07,26,17,01,2017,07,26,18,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,26,18,00,2017,07,26,18,02,2017,07,26,19,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,26,19,00,2017,07,26,19,00,2017,07,26,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,26,20,00,2017,07,26,19,59,2017,07,26,21,24
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,26,21,00,2017,07,26,21,02,2017,07,26,22,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,26,06,00,2017,07,26,06,02,2017,07,26,07,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,26,07,00,2017,07,26,06,58,2017,07,26,08,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,26,08,00,2017,07,26,08,09,2017,07,26,09,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,26,09,00,2017,07,26,09,04,2017,07,26,10,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,26,10,00,2017,07,26,10,04,2017,07,26,11,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,26,11,00,2017,07,26,11,01,2017,07,26,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,26,12,00,2017,07,26,12,04,2017,07,26,13,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,26,13,00,2017,07,26,13,01,2017,07,26,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,26,14,00,2017,07,26,14,04,2017,07,26,15,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,26,15,00,2017,07,26,15,03,2017,07,26,16,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,26,16,00,2017,07,26,16,06,2017,07,26,17,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,26,17,00,2017,07,26,17,05,2017,07,26,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,26,18,00,2017,07,26,18,05,2017,07,26,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,26,19,00,2017,07,26,19,02,2017,07,26,20,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,26,20,00,2017,07,26,19,59,2017,07,26,21,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,26,21,00,2017,07,26,21,00,2017,07,26,22,28
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,27,06,00,2017,07,27,06,01,2017,07,27,07,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,27,07,00,2017,07,27,06,59,2017,07,27,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,27,08,00,2017,07,27,08,03,2017,07,27,09,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,27,09,00,2017,07,27,09,01,2017,07,27,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,27,10,00,2017,07,27,10,03,2017,07,27,11,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,27,11,00,2017,07,27,11,02,2017,07,27,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,27,12,00,2017,07,27,12,11,2017,07,27,13,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,27,13,00,2017,07,27,13,04,2017,07,27,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,27,14,00,2017,07,27,14,09,2017,07,27,15,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,27,15,00,2017,07,27,15,06,2017,07,27,16,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,27,16,00,2017,07,27,16,09,2017,07,27,17,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,27,17,00,2017,07,27,17,05,2017,07,27,18,41
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,27,18,00,2017,07,27,18,01,2017,07,27,19,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,27,19,00,2017,07,27,19,08,2017,07,27,20,40
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,27,20,00,2017,07,27,20,09,2017,07,27,21,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,27,21,00,2017,07,27,21,08,2017,07,27,22,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,27,06,00,2017,07,27,06,01,2017,07,27,07,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,27,07,00,2017,07,27,07,00,2017,07,27,08,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,27,08,00,2017,07,27,08,02,2017,07,27,09,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,27,09,00,2017,07,27,09,03,2017,07,27,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,27,10,00,2017,07,27,10,08,2017,07,27,11,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,27,11,00,2017,07,27,11,03,2017,07,27,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,27,12,00,2017,07,27,12,06,2017,07,27,13,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,27,13,00,2017,07,27,13,02,2017,07,27,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,27,14,00,2017,07,27,14,10,2017,07,27,15,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,27,15,00,2017,07,27,15,05,2017,07,27,16,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,27,16,00,2017,07,27,16,04,2017,07,27,17,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,27,17,00,2017,07,27,17,11,2017,07,27,18,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,27,18,00,2017,07,27,18,15,2017,07,27,19,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,27,19,00,2017,07,27,19,10,2017,07,27,20,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,27,20,00,2017,07,27,20,04,2017,07,27,21,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,27,21,00,2017,07,27,21,08,2017,07,27,22,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,28,07,00,2017,07,28,06,59,2017,07,28,08,35
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,28,08,00,2017,07,28,08,04,2017,07,28,09,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,28,09,00,2017,07,28,09,07,2017,07,28,10,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,28,10,00,2017,07,28,10,09,2017,07,28,11,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,28,11,00,2017,07,28,11,06,2017,07,28,12,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,28,12,00,2017,07,28,12,06,2017,07,28,13,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,28,13,00,2017,07,28,13,14,2017,07,28,14,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,28,14,00,2017,07,28,14,10,2017,07,28,15,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,28,15,00,2017,07,28,15,06,2017,07,28,16,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,28,16,00,2017,07,28,16,08,2017,07,28,17,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,28,17,00,2017,07,28,17,15,2017,07,28,18,44
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,28,18,00,2017,07,28,18,13,2017,07,28,19,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,28,19,00,2017,07,28,19,15,2017,07,28,20,50
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,28,20,00,2017,07,28,20,13,2017,07,28,21,44
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,28,21,00,2017,07,28,21,22,2017,07,28,22,46
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,28,22,00,2017,07,28,22,12,2017,07,28,23,47
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,28,07,00,2017,07,28,07,04,2017,07,28,08,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,28,08,00,2017,07,28,08,06,2017,07,28,09,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,28,09,00,2017,07,28,09,07,2017,07,28,10,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,28,10,00,2017,07,28,10,06,2017,07,28,11,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,28,11,00,2017,07,28,11,08,2017,07,28,12,38
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,28,12,00,2017,07,28,12,05,2017,07,28,13,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,28,13,00,2017,07,28,13,02,2017,07,28,14,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,28,14,00,2017,07,28,14,03,2017,07,28,15,30
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,28,15,00,2017,07,28,15,13,2017,07,28,16,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,28,16,00,2017,07,28,16,14,2017,07,28,17,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,28,17,00,2017,07,28,17,14,2017,07,28,18,38
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,28,18,00,2017,07,28,18,15,2017,07,28,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,28,19,00,2017,07,28,19,20,2017,07,28,20,44
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,28,20,00,2017,07,28,20,18,2017,07,28,21,44
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,28,21,00,2017,07,28,21,18,2017,07,28,22,46
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,28,22,00,2017,07,28,22,06,2017,07,28,23,41
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,29,06,00,2017,07,29,06,03,2017,07,29,07,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,29,07,00,2017,07,29,07,00,2017,07,29,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,29,08,00,2017,07,29,08,15,2017,07,29,09,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,29,09,00,2017,07,29,08,59,2017,07,29,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,29,10,00,2017,07,29,10,05,2017,07,29,11,36
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,29,11,00,2017,07,29,11,08,2017,07,29,12,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,29,12,00,2017,07,29,12,10,2017,07,29,13,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,29,13,00,2017,07,29,13,12,2017,07,29,14,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,29,14,00,2017,07,29,14,12,2017,07,29,15,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,29,15,00,2017,07,29,15,11,2017,07,29,16,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,29,16,00,2017,07,29,16,11,2017,07,29,17,40
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,29,17,00,2017,07,29,17,08,2017,07,29,18,36
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,29,18,00,2017,07,29,18,04,2017,07,29,19,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,29,19,00,2017,07,29,19,21,2017,07,29,20,52
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,29,20,00,2017,07,29,20,02,2017,07,29,21,28
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,29,21,00,2017,07,29,21,02,2017,07,29,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,29,06,00,2017,07,29,06,14,2017,07,29,07,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,29,07,00,2017,07,29,07,00,2017,07,29,08,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,29,08,00,2017,07,29,08,04,2017,07,29,09,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,29,09,00,2017,07,29,09,02,2017,07,29,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,29,10,00,2017,07,29,10,15,2017,07,29,11,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,29,11,00,2017,07,29,11,06,2017,07,29,12,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,29,12,00,2017,07,29,12,09,2017,07,29,13,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,29,13,00,2017,07,29,13,03,2017,07,29,14,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,29,14,00,2017,07,29,14,09,2017,07,29,15,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,29,15,00,2017,07,29,15,06,2017,07,29,16,36
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,29,16,00,2017,07,29,16,03,2017,07,29,17,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,29,17,00,2017,07,29,17,07,2017,07,29,18,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,29,18,00,2017,07,29,18,08,2017,07,29,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,29,19,00,2017,07,29,19,02,2017,07,29,20,36
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,29,20,00,2017,07,29,20,02,2017,07,29,21,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,29,21,00,2017,07,29,21,16,2017,07,29,22,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,30,07,00,2017,07,30,07,01,2017,07,30,08,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,30,08,00,2017,07,30,08,01,2017,07,30,09,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,30,09,00,2017,07,30,09,04,2017,07,30,10,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,30,10,00,2017,07,30,10,08,2017,07,30,11,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,30,11,00,2017,07,30,11,06,2017,07,30,12,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,30,12,00,2017,07,30,12,08,2017,07,30,13,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,30,13,00,2017,07,30,13,03,2017,07,30,14,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,30,15,00,2017,07,30,16,23,2017,07,30,18,08
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,30,16,00,2017,07,30,16,06,2017,07,30,17,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,30,17,00,2017,07,30,17,13,2017,07,30,19,00
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,30,18,00,2017,07,30,18,16,2017,07,30,19,42
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,30,19,00,2017,07,30,20,51,2017,07,30,22,18
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,30,20,00,2017,07,30,20,04,2017,07,30,21,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,30,21,00,2017,07,30,21,35,2017,07,30,23,02
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,30,22,00,2017,07,30,22,15,2017,07,30,23,50
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,30,07,00,2017,07,30,07,00,2017,07,30,08,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,30,08,00,2017,07,30,08,01,2017,07,30,09,34
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,30,09,00,2017,07,30,09,08,2017,07,30,10,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,30,10,00,2017,07,30,10,05,2017,07,30,11,26
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,30,11,00,2017,07,30,11,08,2017,07,30,12,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,30,12,00,2017,07,30,12,02,2017,07,30,13,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,30,14,00,2017,07,30,14,12,2017,07,30,15,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,30,15,00,2017,07,30,15,03,2017,07,30,16,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,30,16,00,2017,07,30,16,13,2017,07,30,17,40
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,30,17,00,2017,07,30,18,53,2017,07,30,20,18
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,30,18,00,2017,07,30,18,08,2017,07,30,19,30
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,30,19,00,2017,07,30,19,41,2017,07,30,21,04
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,30,20,00,2017,07,30,20,22,2017,07,30,21,50
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,30,21,00,2017,07,30,22,49,2017,07,31,00,24
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,30,22,00,2017,07,30,22,03,2017,07,30,23,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,31,06,00,2017,07,31,06,04,2017,07,31,07,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,31,07,00,2017,07,31,07,00,2017,07,31,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,31,08,00,2017,07,31,08,03,2017,07,31,09,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,31,09,00,2017,07,31,09,02,2017,07,31,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,31,10,00,2017,07,31,10,01,2017,07,31,11,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,31,11,00,2017,07,31,11,06,2017,07,31,12,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,31,12,00,2017,07,31,12,10,2017,07,31,13,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,31,13,00,2017,07,31,13,08,2017,07,31,14,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,31,14,00,2017,07,31,14,10,2017,07,31,15,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,31,15,00,2017,07,31,15,04,2017,07,31,16,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,31,16,00,2017,07,31,16,18,2017,07,31,17,38
